study,sample,genotype,name,platform_model,stage,stage PO,stage PO name,tissue,tissue PO,tissue PO name,treatment,treatment PECO,treatment PECO name
SRP117269,SRR6026483,L958,T10-3,Illumina HiSeq 2500,The plants grown about 8 days after sowing,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP117269,SRR6026482,L958,T10-2,Illumina HiSeq 2500,The plants grown about 8 days after sowing,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP117269,SRR6026480,L658,T4-1,Illumina HiSeq 2500,The plants grown about 8 days after sowing,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP117269,SRR6026504,L658,T5-1,Illumina HiSeq 2500,The plants grown about 9 days after sowing,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP117269,SRR6026503,L658,T5-2,Illumina HiSeq 2500,The plants grown about 9 days after sowing,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP117269,SRR6026502,L658,T5-3,Illumina HiSeq 2500,The plants grown about 9 days after sowing,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP117269,SRR6026498,L958,T11-3,Illumina HiSeq 2500,The plants grown about 9 days after sowing,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP117269,SRR6026496,L958,T11-1,Illumina HiSeq 2500,The plants grown about 9 days after sowing,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP117269,SRR6026495,L958,T11-2,Illumina HiSeq 2500,The plants grown about 9 days after sowing,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP096377,SRR5165156,Zhengmai 366,SRR5165156,Illumina HiSeq 2000,the root lengths were 2-3 cm,,,root,PO_0009005,root ,NA,NA,NA
ERP104790,ERR2174412,Chinese Spring,wheat_flg22_180_c,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf, flg22 treatment,,
ERP104790,ERR2174411,Chinese Spring,wheat_flg22_180_b,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf, flg22 treatment,,
ERP104790,ERR2174410,Chinese Spring,wheat_flg22_180_a,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf, flg22 treatment,,
ERP104790,ERR2174409,Chinese Spring,wheat_flg22_30_e,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf, flg22 treatment,,
ERP104790,ERR2174408,Chinese Spring,wheat_flg22_30_d,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf, flg22 treatment,,
ERP104790,ERR2174407,Chinese Spring,wheat_flg22_30_c,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf, flg22 treatment,,
ERP104790,ERR2174406,Chinese Spring,wheat_chitin_180_d,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,chitin treatment,,
ERP104790,ERR2174405,Chinese Spring,wheat_chitin_180_c,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,chitin treatment,,
ERP104790,ERR2174404,Chinese Spring,wheat_chitin_180_b,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,chitin treatment,,
ERP104790,ERR2174403,Chinese Spring,wheat_chitin_30_e,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,chitin treatment,,
ERP104790,ERR2174402,Chinese Spring,wheat_chitin_30_c,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,chitin treatment,,
ERP104790,ERR2174401,Chinese Spring,wheat_chitin_30_a,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,chitin treatment,,
ERP104790,ERR2174400,Chinese Spring,wheat_mock_180_d,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,control,none,none
ERP104790,ERR2174399,Chinese Spring,wheat_mock_180_c,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,control,none,none
ERP104790,ERR2174398,Chinese Spring,wheat_mock_180_b,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,control,none,none
ERP104790,ERR2174397,Chinese Spring,wheat_mock_30_e,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,control,none,none
ERP104790,ERR2174396,Chinese Spring,wheat_mock_30_b,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,control,none,none
ERP104790,ERR2174395,Chinese Spring,wheat_mock_30_a,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,control,none,none
ERP104790,ERR2174394,Chinese Spring,wheat_0_e,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,control,none,none
ERP104790,ERR2174393,Chinese Spring,wheat_0_d,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,control,none,none
ERP104790,ERR2174392,Chinese Spring,wheat_0_b,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,control,none,none
ERP104814,ERR2177144,Chinese Spring,Total_3LE_3,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,NA,NA,NA
ERP104814,ERR2177143,Chinese Spring,Total_3LE_2,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,NA,NA,NA
ERP104814,ERR2177142,Chinese Spring,Total_3LE_1,Illumina HiSeq 2500,three leaf stage,PO_0007106,LP.03 three leaves visible stage,leaves,PO_0025034,leaf,NA,NA,NA
SRP202066,SRR9333962,Chinese Spring,wheat_treatment_OE3_6H,Illumina HiSeq 2500,three-leaf,PO_0007106,LP.03 three leaves visible stage,seedlings,,,NA,NA,NA
SRP202066,SRR9333961,Chinese Spring,wheat_treatment_OE5_6H,Illumina HiSeq 2500,three-leaf,PO_0007106,LP.03 three leaves visible stage,seedlings,,,NA,NA,NA
SRP202066,SRR9333960,Chinese Spring,wheat_untreatment_WT_0H,Illumina HiSeq 2500,three-leaf,PO_0007106,LP.03 three leaves visible stage,seedlings,,,NA,NA,NA
SRP202066,SRR9333959,Chinese Spring,wheat_untreatment_OE3_0H,Illumina HiSeq 2500,three-leaf,PO_0007106,LP.03 three leaves visible stage,seedlings,,,NA,NA,NA
SRP202066,SRR9333958,Chinese Spring,wheat_untreatment_OE5_0H,Illumina HiSeq 2500,three-leaf,PO_0007106,LP.03 three leaves visible stage,seedlings,,,NA,NA,NA
SRP202066,SRR9333957,Chinese Spring,wheat_treatment_WT_6H,Illumina HiSeq 2500,three-leaf,PO_0007106,LP.03 three leaves visible stage,seedlings,,,NA,NA,NA
SRP211962,SRR9596413,Ardila,1WOD2,Illumina HiSeq 4000,Tilering stage 1 week,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596412,Ardila,1WOD1,Illumina HiSeq 4000,Tilering stage 1 week,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596411,Ardila,1WOU2,Illumina HiSeq 4000,Tilering stage 1 week,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596410,Ardila,1WOU1,Illumina HiSeq 4000,Tilering stage 1 week,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596409,Ardila,1WLD2,Illumina HiSeq 4000,Tilering stage 1 week,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596408,Ardila,1WLD1,Illumina HiSeq 4000,Tilering stage 1 week,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596407,Ardila,1WLU2,Illumina HiSeq 4000,Tilering stage 1 week,,,root,PO_0009005,root ,NA,NA,NA
SRP211962,SRR9596406,Ardila,1WLU1,Illumina HiSeq 4000,Tilering stage 1 week,,,root,PO_0009005,root ,NA,NA,NA
SRP097012,SRR5186416,Jimai5270,SRR5186416,Illumina HiSeq 2500,tillering stage 4 week old,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP097012,SRR5186387,Jimai5269,SRR5186387,Illumina HiSeq 2500,tillering stage 4 week old,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP097012,SRR5186382,Jimai5268,SRR5186382,Illumina HiSeq 2500,tillering stage 4 week old,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP097012,SRR5186375,Jimai5267,SRR5186375,Illumina HiSeq 2500,tillering stage 4 week old,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP097012,SRR5186364,Jimai5266,SRR5186364,Illumina HiSeq 2500,tillering stage 4 week old,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP097012,SRR5186313,Jimai5265,SRR5186313,Illumina HiSeq 2500,tillering stage 4 week old,,,leaf,PO_0025034,leaf,NA,NA,NA
SRP192163,SRR8885507,AC Barrie,SRR8885507,Illumina HiSeq 2500,transition,,,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885492,AC Barrie,SRR8885492,Illumina HiSeq 2500,transition,,,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885491,AC Barrie,SRR8885491,Illumina HiSeq 2500,transition,,,embryo,PO:0009009,embryo,NA,NA,NA
SRP146060,SRR7166250,,H-L-re1,Illumina HiSeq 2000,trefoil stage seedling,PO_0007131,seedling development stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP146060,SRR7166249,,H-L-re2,Illumina HiSeq 2000,trefoil stage seedling,PO_0007131,seedling development stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP146060,SRR7166246,normal individuals of synthetic allohexaploid wheat1,C-L-re1,Illumina HiSeq 2000,trefoil stage seedling,PO_0007131,seedling development stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP146060,SRR7166245,normal individuals of synthetic allohexaploid wheat2,C-L-re2,Illumina HiSeq 2000,trefoil stage seedling,PO_0007131,seedling development stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP146060,SRR7166244,salt tolerant individuals of synthetic allohexaploid wheat1,S-L-re1,Illumina HiSeq 2000,trefoil stage seedling,PO_0007131,seedling development stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP146060,SRR7166243,salt tolerant individuals of synthetic allohexaploid wheat2,S-L-re2,Illumina HiSeq 2000,trefoil stage seedling,PO_0007131,seedling development stage,leaf,PO_0025034,leaf,NA,NA,NA
SRP146060,SRR7166248,Triticum aestivum. L cv. Chinese Spring7,CS-4-re1,Illumina HiSeq 2000,tri-nucleate pollen,PO_0001007,pollen development stage,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166247,Triticum aestivum. L cv. Chinese Spring8,CS-4-re2,Illumina HiSeq 2000,tri-nucleate pollen,PO_0001007,pollen development stage,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166240,normal individuals of synthetic allohexaploid wheat8,C-4-re2,Illumina HiSeq 2000,tri-nucleate pollen,PO_0001007,pollen development stage,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166239,normal individuals of synthetic allohexaploid wheat7,C-4-re1,Illumina HiSeq 2000,tri-nucleate pollen,PO_0001007,pollen development stage,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166226,heat tolerant individuals of synthetic allohexaploid wheat7,H-4-re1,Illumina HiSeq 2000,tri-nucleate pollen,PO_0001007,pollen development stage,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166225,heat tolerant individuals of synthetic allohexaploid wheat8,H-4-re2,Illumina HiSeq 2000,tri-nucleate pollen,PO_0001007,pollen development stage,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166216,salt tolerant individuals of synthetic allohexaploid wheat7,S-4-re1,Illumina HiSeq 2000,tri-nucleate pollen,PO_0001007,pollen development stage,anther,PO_0009066,anther,NA,NA,NA
SRP146060,SRR7166215,salt tolerant individuals of synthetic allohexaploid wheat8,S-4-re2,Illumina HiSeq 2000,tri-nucleate pollen,PO_0001007,pollen development stage,anther,PO_0009066,anther,NA,NA,NA
SRP192163,SRR8885505,AC Barrie,SRR8885505,Illumina HiSeq 2500,two cell,PO_0001014,I first mitotic division stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885487,AC Barrie,SRR8885487,Illumina HiSeq 2500,two cell,PO_0001014,I first mitotic division stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885486,AC Barrie,SRR8885486,Illumina HiSeq 2500,two cell,PO_0001014,I first mitotic division stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP192163,SRR8885485,AC Barrie,SRR8885485,Illumina HiSeq 2500,two cell,PO_0001014,I first mitotic division stage,embryo,PO:0009009,embryo,NA,NA,NA
SRP100475,SRR5277226,Glenlea,SRR5277226,Illumina HiSeq 2000,two leaf 14 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,control Time 0,none,none
SRP100475,SRR5277225,Salamouni,SRR5277225,Illumina HiSeq 2000,two leaf 14 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,control Time 0,none,none
SRP100475,SRR5277224,Glenlea,SRR5277224,Illumina HiSeq 2000,two leaf 16 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,control 48 hpi,none,none
SRP100475,SRR5277221,Salamouni,SRR5277221,Illumina HiSeq 2000,two leaf 16 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,control 48 hpi,none,none
SRP100475,SRR5277223,Glenlea,SRR5277223,Illumina HiSeq 2000,two leaf 16 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Ptr inoculation 48 hpi,,
SRP100475,SRR5277220,Salamouni,SRR5277220,Illumina HiSeq 2000,two leaf 16 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Ptr inoculation 48 hpi,,
SRP100475,SRR5277222,Glenlea,SRR5277222,Illumina HiSeq 2000,two leaf 16 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,PtrToxA Infiltration 48 hpi,,
SRP100475,SRR5277219,Salamouni,SRR5277219,Illumina HiSeq 2000,two leaf 16 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,PtrToxA Infiltration 48 hpi,,
SRP078210,SRR3929114,WL711,SRR3929114,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929113,WL711,SRR3929113,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929112,WL711,SRR3929112,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929111,WL711,SRR3929111,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929110,WL711,SRR3929110,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929109,WL711,SRR3929109,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929108,WL711,SRR3929108,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929107,WL711,SRR3929107,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929106,WL711,SRR3929106,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929105,WL711,SRR3929105,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929104,WL711,SRR3929104,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929103,WL711,SRR3929103,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929102,WL711_Lr85,SRR3929102,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929101,WL711_Lr79,SRR3929101,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929100,WL711_Lr73,SRR3929100,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929099,WL711_Lr67,SRR3929099,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929098,WL711_Lr61,SRR3929098,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929097,WL711_Lr83,SRR3929097,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929096,WL711_Lr77,SRR3929096,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929095,WL711_Lr71,SRR3929095,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929094,WL711_Lr65,SRR3929094,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929093,WL711_Lr59,SRR3929093,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929092,WL711_Lr81,SRR3929092,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929091,WL711_Lr75,SRR3929091,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929090,WL711_Lr69,SRR3929090,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929089,WL711_Lr63,SRR3929089,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929088,WL711_Lr57,SRR3929088,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929087,WL711,SRR3929087,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929086,WL711,SRR3929086,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP078210,SRR3929085,WL711,SRR3929085,Illumina HiSeq 2000,Two leaf stage 7-10 days,PO:0007098,LP.02 two leaves visible stage ,leaf,PO_0025034,leaf,Inoculations with a Puccinia triticina isolate 77-5,,
SRP101470,SRR5317867,Luohan NO.6,SRR5317867,Illumina HiSeq 4000,two weeks,PO:0025337,life of whole plant stage,Leaves,PO_0025034,leaf,normal cultivation,none,none
SRP101470,SRR5317866,Luohan NO.6,SRR5317866,Illumina HiSeq 4000,two weeks,PO:0025337,life of whole plant stage,Leaves,PO_0025034,leaf,normal cultivation,none,none
SRP101470,SRR5317871,Luohan NO.6,SRR5317871,Illumina HiSeq 4000,two weeks,PO:0025337,life of whole plant stage,Leaves,PO_0025034,leaf,PEG6000 treatment for 24 h,,
SRP101470,SRR5317870,Luohan NO.6,SRR5317870,Illumina HiSeq 4000,two weeks,PO:0025337,life of whole plant stage,Leaves,PO_0025034,leaf,PEG6000 treatment for 24 h,,
SRP101470,SRR5317869,Luohan NO.6,SRR5317869,Illumina HiSeq 4000,two weeks,PO:0025337,life of whole plant stage,Leaves,PO_0025034,leaf,pretreated with 0.4 mM NaHS,,
SRP101470,SRR5317868,Luohan NO.6,SRR5317868,Illumina HiSeq 4000,two weeks,PO:0025337,life of whole plant stage,Leaves,PO_0025034,leaf,pretreated with 0.4 mM NaHS,,
SRP101470,SRR5317873,Luohan NO.6,SRR5317873,Illumina HiSeq 4000,two weeks,PO:0025337,life of whole plant stage,Leaves,PO_0025034,leaf,pretreated with 0.4 mM NaHS and 20% PEG6000 treatment for 24 h,,
SRP101470,SRR5317872,Luohan NO.6,SRR5317872,Illumina HiSeq 4000,two weeks,PO:0025337,life of whole plant stage,Leaves,PO_0025034,leaf,pretreated with 0.4 mM NaHS and 20% PEG6000 treatment for 24 h,,
SRP133837,SRR6799260,ChineseSpring,cs_leaf10,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,bisulfite treatment,,
SRP133837,SRR6799259,ChineseSpring,cs_leaf9,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,bisulfite treatment,,
SRP133837,SRR6799258,ChineseSpring,cs_leaf8,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,bisulfite treatment,,
SRP133837,SRR6799257,ChineseSpring,cs_leaf6,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,bisulfite treatment,,
SRP133837,SRR6799256,ChineseSpring,cs_leaf2,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Leaf,PO_0025034,leaf,bisulfite treatment,,
SRP133837,SRR6799265,ChineseSpring,cs_root10,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Root,PO_0009005,root ,NA,NA,NA
SRP133837,SRR6799264,ChineseSpring,cs_root9,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Root,PO_0009005,root ,NA,NA,NA
SRP133837,SRR6799263,ChineseSpring,cs_root8,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Root,PO_0009005,root ,NA,NA,NA
SRP133837,SRR6799262,ChineseSpring,cs_root6,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Root,PO_0009005,root ,NA,NA,NA
SRP133837,SRR6799261,ChineseSpring,cs_root2,Illumina HiSeq 2500,two-week old,PO:0025337,life of whole plant stage,Root,PO_0009005,root ,NA,NA,NA
SRP076477,SRR3659892,,SRR3659892,Illumina HiSeq 2000,vegetative stage,PO:0025337,,SPIKE TISSUE,PO:0009049,inflorescence,NA,NA,NA
SRP076477,SRR3659891,,SRR3659891,Illumina HiSeq 2000,vegetative stage,,,SPIKE TISSUE,PO:0009049,inflorescence,NA,NA,NA
ERP107009,ERR2322046,,WA23,Illumina HiSeq 4000,white anther stage,PO_0001004,anther development stage,,,,NA,NA,NA
ERP107009,ERR2322045,,WA21,Illumina HiSeq 4000,white anther stage,PO_0001004,anther development stage,,,,NA,NA,NA
ERP107009,ERR2322044,,WA16,Illumina HiSeq 4000,white anther stage,PO_0001004,anther development stage,,,,NA,NA,NA
ERP107009,ERR2322043,,WA14,Illumina HiSeq 4000,white anther stage,PO_0001004,anther development stage,,,,NA,NA,NA
ERP107009,ERR2322042,,WA22,Illumina HiSeq 4000,white anther stage,PO_0001004,anther development stage,,,,NA,NA,NA
ERP107009,ERR2322041,,WA19,Illumina HiSeq 4000,white anther stage,PO_0001004,anther development stage,,,,NA,NA,NA
ERP107009,ERR2322040,,WA18,Illumina HiSeq 4000,white anther stage,PO_0001004,anther development stage,,,,NA,NA,NA
ERP107009,ERR2322039,,WA15,Illumina HiSeq 4000,white anther stage,PO_0001004,anther development stage,,,,NA,NA,NA
SRP173230,SRR8309995,Nuybai,SRR8309995,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309994,Wuhan,SRR8309994,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309993,Wuhan x Nuybai,SRR8309993,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309992,Wuhan x Nuybai,SRR8309992,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309991,Wuhan x Nuybai,SRR8309991,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309990,Wuhan x Nuybai,SRR8309990,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309989,Wuhan x Nuybai,SRR8309989,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
SRP173230,SRR8309988,Wuhan x Nuybai,SRR8309988,Illumina HiSeq 2500,whole head,PO_0001083,inflorescence development stage,whole head,PO:0009049,inflorescence,F. graminearum,,
